predicate_lemma	sense_id	pos	sense_particle	role_type	roleset_desc	role_desc	function_tag	vn_theta
abnegate	01	v	_	A1	to give up, renounce	entity given up, renounced		_
abnegate	01	v	_	A2	to give up, renounce	Benefactive/ Malefactive, often reflexive		_
abolish	01	v	_	A0	get rid of, make illegal	entity getting rid of, outlawing something		AGENT
abolish	01	v	_	A1	get rid of, make illegal	thing abolished		THEME
abominate	01	v	_	A0	revile	despiser		_
abominate	01	v	_	A1	revile	thing despised		_
abort	01	v	_	A0	to terminate	causer, agent		_
abort	01	v	_	A1	to terminate	entity aborted		_
abortion	01	n	_	A0	to terminate	agent		_
abortion	01	n	_	A1	to terminate	entity aborted		_
abound	01	v	_	A1	be plentiful	thing which is plentiful		THEME
abound	01	v	_	A2	be plentiful	thing which has arg1 in great supply		LOCATION
about	01	n	face	A0	About-face, change your mind/stance completely	Person changing mind		_
about	01	n	face	A1	About-face, change your mind/stance completely	Regarding what issue	VSP	_
about-face	01	v	_	A0	turn around	agent, causer of the turning		_
about-face	01	v	_	A1	turn around	entity actually rotating		_
abrade	01	v	_	A0	wear off or rub off	agent, causing wearing		AGENT
abrade	01	v	_	A1	wear off or rub off	thing wearing		PATIENT
abrade	01	v	_	A2	wear off or rub off	instrument		INSTRUMENT
abrasion	01	n	_	A0	Wearing off or rubbing off	Agent, causer of wearing		_
abrasion	01	n	_	A1	Wearing off or rubbing off	Thing wearing		_
abrasion	01	n	_	A2	Wearing off or rubbing off	Instrument, if separate from Arg0		_
abridge	01	v	_	A0	to cut short	causer	_	AGENT
abridge	01	v	_	A1	to cut short	thing abridged	_	PATIENT
absent	01	v	_	A0	cause to be absent	causer, agent		_
absent	01	v	_	A1	cause to be absent	absent entity		_
absent	01	v	_	A2	cause to be absent	absent from what		_
absolve	01	v	_	A0	remove guilt	absolver, agent		CAUSE
absolve	01	v	_	A1	remove guilt	guilty party		SOURCE
absolve	01	v	_	A2	remove guilt	guilt		THEME
absorb	01	v	_	A0	suck up	absorber, cause or agent		_
absorb	01	v	_	A1	suck up	absorbed, us. liquid		_
absorb	01	v	_	A2	suck up	sponge, arg 1 is absorbed into this, when separate from cause		_
absorb	01	v	_	A3	suck up	Source of liquid, absorbed from what?		_
absorption	01	n	_	A0	suck up	absorber, cause or agent		_
absorption	01	n	_	A1	suck up	absorbed substance		_
absorption	01	n	_	A2	suck up	sponge into which Arg1 is absorbed, if separate from cause		_
absorption	01	n	_	A3	suck up	source of liquid/substance absorbed		_
abstain	01	v	_	A0	to refrain	entity abstaining		AGENT
abstain	01	v	_	A1	to refrain	abstaining from		THEME
abstract	01	v	_	A0	to draw or take away	entity abstracting		AGENT
abstract	01	v	_	A1	to draw or take away	thing being abstracted		THEME
abstract	01	v	_	A2	to draw or take away	abstracted from		SOURCE
abuse	01	n	_	A0	mistreat, hurt by maltreatment	agent		AGENT
abuse	01	v	_	A0	to use wrongly or hurt by maltreatment	abuser, agent		AGENT
abuse	01	n	_	A1	mistreat, hurt by maltreatment	entity abused		THEME
abuse	01	v	_	A1	to use wrongly or hurt by maltreatment	entity abused		THEME
abuse	02	n	_	A0	Improperly use something	user		_
abuse	02	n	_	A1	Improperly use something	thing misused		_
abut	01	v	_	A1	be one the edge of	edge of what		THEME1
abut	01	v	_	A2	be one the edge of	thing on the edge		THEME2
accede	01	v	_	A0	agree, adhere	acceder, agent		ACTOR1
accede	01	v	_	A1	agree, adhere	entity acceded to		ACTOR2
accelerate	01	v	_	A0	make be faster	agent, causing acceleration		AGENT
accelerate	01	v	_	A1	make be faster	thing accelerating		PATIENT
accelerate	01	v	_	A2	make be faster	EXT		_
accelerate	01	v	_	A3	make be faster	start point		_
accelerate	01	v	_	A4	make be faster	end point		_
accent	01	v	_	A0	to bring out certain features	decorator		_
accent	01	v	_	A1	to bring out certain features	thing decorated		_
accent	01	v	_	A2	to bring out certain features	decorations		_
accentuate	01	v	_	A0	mark or emphasize	agent	_	_
accentuate	01	v	_	A1	mark or emphasize	thing accentuated	_	_
accentuate	01	v	_	A2	mark or emphasize	instrument	_	_
accept	01	v	_	A0	take willingly	acceptor		AGENT
accept	01	v	_	A1	take willingly	thing accepted		THEME
accept	01	v	_	A2	take willingly	accepted-from		SOURCE
accept	01	v	_	A3	take willingly	attribute		PREDICATE
acceptance	01	n	_	A0	take willingly	acceptor		AGENT
acceptance	01	n	_	A1	take willingly	thing accepted		THEME
acceptance	01	n	_	A2	take willingly	accepted-from		SOURCE
acceptance	01	n	_	A3	take willingly	attribute		PREDICATE
access	01	n	_	A0	gain entry	accessor		_
access	01	v	_	A0	access	accessor		_
access	01	n	_	A1	gain entry	thing accessed		_
access	01	v	_	A1	access	thing accessed		_
accessorize	01	v	_	A0	furnish with accessories	agent, furnishing entity		_
accessorize	01	v	_	A1	furnish with accessories	entity furnished		_
accessorize	01	v	_	A2	furnish with accessories	furnished with what		_
acclaim	01	n	_	A0	approve of loudly/attribute	acclaimer		AGENT
acclaim	01	v	_	A0	approve of loudly	acclaimer		AGENT
acclaim	01	n	_	A1	approve of loudly/attribute	acclaimed		THEME
acclaim	01	v	_	A1	approve of loudly	acclaimed		THEME
acclaim	01	n	_	A2	approve of loudly/attribute	cause, acclaimed for what?		PREDICATE
acclaim	01	v	_	A2	approve of loudly	cause, acclaimed for what?		PREDICATE
accommodate	01	v	_	A0	allow, be helpful	accommodater		AGENT
accommodate	01	v	_	A1	allow, be helpful	thing accommodated		PATIENT
accomodation	01	n	_	A0	Allowing, being helpful	Accomodater		_
accomodation	01	n	_	A1	Allowing, being helpful	Thing accomodated		_
accompany	01	v	_	A0	go along with	subject accompanier		AGENT
accompany	01	v	_	A1	go along with	object accompanied		THEME
accompany	01	v	_	A3	go along with	start point		_
accompany	01	v	_	A4	go along with	end point		DESTINATION
accomplish	01	v	_	A0	do, pull off	doer		AGENT
accomplish	01	v	_	A1	do, pull off	deed		THEME
accord	01	v	_	A0	give	giver		_
accord	01	v	_	A1	give	gift		_
accord	01	v	_	A2	give	given-to		_
accordance	01	n	_	A0	to give	giver		_
accordance	01	n	_	A1	to give	gift		_
accordance	01	n	_	A2	to give	recipient		_
accordance	02	n	_	A0	agree	agreer		_
accordance	02	n	_	A1	agree	proposition		_
accordance	02	n	_	A2	agree	other entity agreeing		_
account	01	n	_	A0	give/tell report or explanation, deal with	accounter, story-teller		_
account	01	v	_	A0	deal with, explain	accounter		_
account	01	n	_	A1	give/tell report or explanation, deal with	story, events reported		_
account	01	v	_	A1	deal with, explain	thing accounted for, dealt with, explained		_
account	01	n	_	A2	give/tell report or explanation, deal with	listener, audience of account		_
account	01	v	_	A2	deal with, explain	instrumental, accounted for with or by		_
accounting	01	n	_	A0	deal with, explain	accounter		_
accounting	01	n	_	A1	deal with, explain	thing accounted for, dealt with, explained		_
accounting	01	n	_	A3	deal with, explain	instrumental, accounted for with or by		_
accredit	01	v	_	A0	give credentials	entity furnishing credentials	_	_
accredit	01	v	_	A1	give credentials	entity credited	_	_
accredit	01	v	_	A2	give credentials	attribute	_	_
accrete	01	v	_	A0	accumulate, gain	accreting entity	_	_
accrete	01	v	_	A1	accumulate, gain	stuff gained	_	_
accrue	01	v	_	A0	accumulate, gather	agent, gatherer		AGENT
accrue	01	v	_	A1	accumulate, gather	thing gathered, accrued		THEME
accumulate	01	v	_	A0	amass	entity accumulating something		AGENT
accumulate	01	v	_	A1	amass	thing/stuff accumulated		THEME
accumulate	01	v	_	A3	amass	price	VSP	_
accumulation	01	n	_	A0	Amassing	Entity accumulating something		_
accumulation	01	n	_	A1	Amassing	Thing/stuff accumulated		_
accurse	01	v	_	A0	to imprecate misery or evil upon	speaker		AGENT
accurse	01	v	_	A1	to imprecate misery or evil upon	misery or evil		PREDICATE
accurse	01	v	_	A2	to imprecate misery or evil upon	person or thing accursed		THEME
accusation	01	n	_	A0	accuse of a crime	accuser		AGENT
accusation	01	n	_	A1	accuse of a crime	accused		THEME
accusation	01	n	_	A2	accuse of a crime	crime		PREDICATE
accuse	01	v	_	A0	accuse of a crime	accuser		AGENT
accuse	01	v	_	A1	accuse of a crime	accused		THEME
accuse	01	v	_	A2	accuse of a crime	crime		PREDICATE
accustom	01	v	_	A0	make used to	cause or agent		_
accustom	01	v	_	A1	make used to	thing getting used to something		_
accustom	01	v	_	A2	make used to	thing getting used to		_
ace	01	v	_	A0	do perfectly	acer	_	_
ace	01	v	_	A1	do perfectly	test	_	_
acetify	01	v	_	A0	(cause to) become acid	cause of transformation	_	AGENT
acetify	01	v	_	A1	(cause to) become acid	entity made into silica	_	PATIENT
acetify	01	v	_	A2	(cause to) become acid	instrument or manner if separate from arg 0	_	INSTRUMENT
ache	01	v	_	A0	to suffer a dull pain	body part aching		PATIENT
achieve	01	v	_	A0	achieve	achiever		AGENT
achieve	01	v	_	A1	achieve	thing achieved, gotten, accomplished		THEME
achievement	01	n	_	A0	achieve	achiever		AGENT
achievement	01	n	_	A1	achieve	thing achieved, gotten, accomplished		THEME
aching	01	n	_	A0	Suffering a dull pain	Body part, Person aching		_
acidify	01	v	_	A0	make acidic	causer of acidity, agent		AGENT
acidify	01	v	_	A1	make acidic	thing now acidic		PATIENT
acknowledge	01	v	_	A0	admit	admitter, claimer, speaker		AGENT
acknowledge	01	v	_	A1	admit	proposition, claim, utterance		TOPIC
acknowledge	01	v	_	A2	admit	hearer		RECIPIENT
acknowledge	01	v	_	A3	admit	secondary predication, attribute of arg 1 acknowledged		PREDICATE
acknowledgment	01	n	_	A0	admit	admitter, claimer, speaker		AGENT
acknowledgment	01	n	_	A1	admit	proposition, claim, utterance		TOPIC
acknowledgment	01	n	_	A2	admit	hearer		RECIPIENT
acknowledgment	01	n	_	A3	admit	secondary predication, attribute of arg1 acknowledged		PREDICATE
acquaint	01	v	_	A0	know informally	rare agent		AGENT
acquaint	01	v	_	A1	know informally	knower		RECIPIENT
acquaint	01	v	_	A2	know informally	acquaintance		TOPIC
acquiesce	01	v	_	A0	comply passively	acquiescer, complier		ACTOR1
acquiesce	01	v	_	A1	comply passively	thing complied to, in, or with		ACTOR2
acquire	01	v	_	A0	get, acquire	agent, entity acquiring something		AGENT
acquire	01	v	_	A1	get, acquire	thing acquired		THEME
acquire	01	v	_	A2	get, acquire	seller		SOURCE
acquire	01	v	_	A3	get, acquire	price paid		_
acquire	01	v	_	A4	get, acquire	benefactive		_
acquisition	01	n	_	A0	get, acquire	agent, entity acquiring something		AGENT
acquisition	01	n	_	A1	get, acquire	thing acquired	PPT	THEME
acquisition	01	n	_	A2	get, acquire	seller	DIR	SOURCE
acquisition	01	n	_	A3	get, acquire	price paid	VSP	_
acquisition	01	n	_	A4	get, acquire	benefactive	GOL	_
acquit	01	v	_	A0	relieve of guilt	remover of guilt		AGENT
acquit	01	v	_	A1	relieve of guilt	(un)guilty party		SOURCE
acquit	01	v	_	A2	relieve of guilt	explicit mention of guilt		THEME
act	01	v	_	A0	play a role; behave	player		AGENT
act	01	v	_	A1	play a role; behave	role		PREDICATE
act	02	v	_	A0	do something	actor		_
act	02	v	_	A1	do something	grounds for action		_
act	03	v	out	A0	perform a role	actor, performer		_
act	03	v	out	A1	perform a role	role, scenario enacted		_
action	01	n	_	A0	do something, perform an action	actor		_
action	01	n	_	A1	do something, perform an action	grounds for action, act regarding what? cause to action		_
action	01	n	_	AM	do something, perform an action	GOL: beneficiary (action for) anti-beneficiciary (action against)		_
activate	01	v	_	A0	make active	activator		AGENT
activate	01	v	_	A1	make active	thing now active		PATIENT
activating	01	n	_	A0	Making active	Activator		_
activating	01	n	_	A1	Making active	Thing now active		_
activation	01	n	_	A0	Making active	Activator		_
activation	01	n	_	A1	Making active	Thing now active		_
actualize	01	v	_	A0	make real or more real	agent		_
actualize	01	v	_	A1	make real or more real	thing actualized, theme		_
actuate	01	v	_	A0	put into action or motion	agent causing of actuation		_
actuate	01	v	_	A1	put into action or motion	entity set into action or motion		_
adapt	01	v	_	A0	make (more) suitable	agent, adaptor		AGENT
adapt	01	v	_	A1	make (more) suitable	thing adapted		PATIENT
adapt	01	v	_	A2	make (more) suitable	adapted to	GOL	DESTINATION
adapt	01	v	_	A3	make (more) suitable	adapted from	DIR	_
adaptation	01	n	_	A0	Becoming or making more accustomed or suitable	Agent, adaptor		_
adaptation	01	n	_	A1	Becoming or making more accustomed or suitable	Thing adapted		_
adaptation	01	n	_	A2	Becoming or making more accustomed or suitable	Adapted to		_
adaptation	01	n	_	A3	Becoming or making more accustomed or suitable	Adapted from		_
add	01	v	_	A0	say	speaker		AGENT
add	01	v	_	A1	say	utterance		TOPIC
add	02	v	_	A0	mathematics	adder		AGENT
add	02	v	_	A1	mathematics	thing being added		PATIENT1
add	02	v	_	A2	mathematics	thing being added to	TO	PATIENT2
add	03	v	_	A1	achieve or gain	Logical subject, patient, thing rising/gaining/being added to		_
add	03	v	_	A2	achieve or gain	EXT, amount risen		_
add	03	v	_	A4	achieve or gain	end point		_
add	03	v	_	AM	achieve or gain	medium	LOC	_
add	04	v	up	A0	result in	agent adding items up		_
add	04	v	up	A1	result in	things added		_
add	04	v	up	A2	result in	result		_
add	05	v	on	A0	add to existing mass	Agent adding on		_
add	05	v	on	A1	add to existing mass	Thing added		_
add	05	v	on	A2	add to existing mass	Added to what?		_
addict	01	v	_	A0	cause a dependency, as to a drug	causer of addiction		AGENT
addict	01	v	_	A1	cause a dependency, as to a drug	addicted entity		PATIENT
addict	01	v	_	A2	cause a dependency, as to a drug	drug etc.		STIMULUS
addiction	01	n	_	A0	Cause a dependency	Causer of addiction (rare)		_
addiction	01	n	_	A1	Cause a dependency	Addicted entity		_
addiction	01	n	_	A2	Cause a dependency	Drug, etc.		_
addition	01	n	_	A0	Mathematics, mixing, add something to something else, increase	agent		AGENT
addition	01	n	_	A1	Mathematics, mixing, add something to something else, increase	supplement		THEME1
addition	01	n	_	A2	Mathematics, mixing, add something to something else, increase	original		THEME2
addle	01	v	_	A0	(cause to) be confused	agentive cause of confusion		_
addle	01	v	_	A1	(cause to) be confused	entity experiencing confusion		_
addle	01	v	_	A2	(cause to) be confused	confused about or over what?		_
address	01	n	_	A0	answer, pay attention to	talker		_
address	01	v	_	A0	put an address on, or speak to	addresser		AGENT
address	01	n	_	A1	answer, pay attention to	subject		_
address	01	v	_	A1	put an address on, or speak to	item being addressed (letter, speech, etc)		DESTINATION
address	01	n	_	A2	answer, pay attention to	hearer		_
address	01	v	_	A2	put an address on, or speak to	hearer/recipient		_
address	02	v	_	A0	deal with	agent		_
address	02	v	_	A1	deal with	dealing with what		_
address	02	v	_	A2	deal with	answer, dealing how		_
adhere	01	v	_	A0	stick (to)	agent/causer of adhesion		_
adhere	01	v	_	A1	stick (to)	theme of adhesion		THEME1
adhere	01	v	_	A2	stick (to)	thing stuck to		THEME2
adhere	02	v	_	A0	follow (policy, etc)	follower		_
adhere	02	v	_	A1	follow (policy, etc)	policy, etc.		_
adhesion	01	n	_	A0	Stick (to)	agent/causer of adhesion		_
adhesion	01	n	_	A1	Stick (to)	theme of adhesion		_
adhesion	01	n	_	A2	Stick (to)	thing stuck to		_
adjoin	01	v	_	A1	be immediately next to	(first) thing(s)		THEME1
adjoin	01	v	_	A2	be immediately next to	second thing, if separate		THEME2
adjourn	01	v	_	A0	(bring to a) close	closer, adjourner	_	_
adjourn	01	v	_	A1	(bring to a) close	thing closed	_	_
adjournment	01	n	_	A0	(bring to a) close	closer, adjourner		_
adjournment	01	n	_	A1	(bring to a) close	thing closed		_
adjudicate	01	v	_	A0	to settle conflicts	adjudicator		_
adjudicate	01	v	_	A1	to settle conflicts	decision or conflict		_
adjust	01	v	_	A0	change (slightly)	causer of transformation		AGENT
adjust	01	v	_	A1	change (slightly)	thing changing		PATIENT
adjust	01	v	_	A2	change (slightly)	end state		DESTINATION
adjust	01	v	_	A3	change (slightly)	start state		_
adjust	01	v	_	A4	change (slightly)	purpose, reason for adjustment		_
adjustment	01	n	_	A0	change (slightly)	causer of transformation		AGENT
adjustment	01	n	_	A1	change (slightly)	thing changing		PATIENT
adjustment	01	n	_	A2	change (slightly)	end state		DESTINATION
adjustment	01	n	_	A3	change (slightly)	start state		_
adjustment	01	n	_	A4	change (slightly)	purpose, reason for adjustment		_
administer	01	v	_	A0	to manage, distribute, or apply	administrator, agent		AGENT
administer	01	v	_	A1	to manage, distribute, or apply	entity administered		THEME
administer	01	v	_	A2	to manage, distribute, or apply	administered to/upon		RECIPIENT
administrate	01	v	_	A0	manage	agent, manager		_
administrate	01	v	_	A1	manage	theme, process/thing being managed		_
administration	01	n	_	A0	manage, distribute, apply	administrator, agent		AGENT
administration	01	n	_	A1	manage, distribute, apply	entity managed, distributed, theme		THEME
administration	01	n	_	A2	manage, distribute, apply	beneficiary, recipient of what administered		RECIPIENT
admire	01	v	_	A0	admire	admirer		EXPERIENCER
admire	01	v	_	A1	admire	admired		THEME
admission	01	n	_	A0	acknowledge truth	admitter		AGENT
admission	01	n	_	A1	acknowledge truth	truth		THEME
admission	01	n	_	A2	acknowledge truth	hearer		RECIPIENT
admission	02	n	_	A0	allow to enter	allower		AGENT
admission	02	n	_	A1	allow to enter	person entering		THEME
admission	02	n	_	A2	allow to enter	place entered		LOCATION
admit	01	v	_	A0	acknowledge truth	admitter		AGENT
admit	01	v	_	A1	acknowledge truth	truth		THEME
admit	01	v	_	A2	acknowledge truth	hearer		RECIPIENT
admit	02	v	_	A0	allow to enter	allower (ticket)		AGENT
admit	02	v	_	A1	allow to enter	enterer		THEME
admit	02	v	_	A2	allow to enter	place entered		LOCATION
admitting	01	n	_	A0	Acknowledging truth	Admitter		_
admitting	01	n	_	A1	Acknowledging truth	Truth		_
admitting	01	n	_	A2	Acknowledging truth	Hearer		_
admitting	02	n	_	A0	Allowing to enter	Allower		_
admitting	02	n	_	A1	Allowing to enter	Enterer		_
admitting	02	n	_	A2	Allowing to enter	Place entered		_
admix	01	v	_	A0	to mingle or add to something else	agent, mixer		AGENT
admix	01	v	_	A1	to mingle or add to something else	ingredient one		PATIENT1
admix	01	v	_	A2	to mingle or add to something else	ingredient two		PATIENT2
admix	01	v	_	A3	to mingle or add to something else	end product		_
admonish	01	v	_	A0	persuade warningly	persuader		AGENT
admonish	01	v	_	A1	persuade warningly	persuaded agent		RECIPIENT
admonish	01	v	_	A2	persuade warningly	persuaded action		TOPIC
admonish	02	v	_	A0	chastise	chastiser		_
admonish	02	v	_	A1	chastise	chastised		_
admonish	02	v	_	A2	chastise	wrongdoing		_
adopt	01	v	_	A0	take on, follow	adopter		AGENT
adopt	01	v	_	A1	take on, follow	thing adopted		THEME
adopt	01	v	_	A2	take on, follow	secondary attibute		PREDICATE
adore	01	v	_	A0	have fond feelings for	adorer		EXPERIENCER
adore	01	v	_	A1	have fond feelings for	thing adored		CAUSE
adorn	01	v	_	A0	to decorate with or as if with ornaments	decorator, agent		AGENT
adorn	01	v	_	A1	to decorate with or as if with ornaments	entity adorned		DESTINATION
adorn	01	v	_	A2	to decorate with or as if with ornaments	ornaments		THEME
adrenalectomize	01	v	_	A0	Surgically remove one or both adrenal glands	Agent, surgeon		AGENT
adrenalectomize	01	v	_	A1	Surgically remove one or both adrenal glands	Patient, person undergoing surgery		SOURCE
adsorb	01	v	_	A1	To accumulate on a surface	Adsorbed substance; thing accumulating		_
adsorb	01	v	_	A2	To accumulate on a surface	Surface on which substance is accumulating		_
advance	01	n	_	A0	move forward or upward	agent, causing advance		AGENT
advance	01	v	_	A0	move forward or upward	agent, causing advance		AGENT
advance	01	n	_	A1	move forward or upward	thing advancing		PATIENT
advance	01	v	_	A1	move forward or upward	thing advancing		PATIENT
advance	01	n	_	A2	move forward or upward	extent of advancement		EXTENT
advance	01	v	_	A2	move forward or upward	EXT, amount advanced by		EXTENT
advance	01	n	_	A3	move forward or upward	start point		_
advance	01	v	_	A3	move forward or upward	start point		_
advance	01	n	_	A4	move forward or upward	end point		_
advance	01	v	_	A4	move forward or upward	end point, recipient		LOCATION
advance	01	n	_	A5	move forward or upward	attribute of arg1, where this is advancing rather than whole		ATTRIBUTE
advert	01	v	_	A0	To call attention to, refer to	Attention getter		_
advert	01	v	_	A1	To call attention to, refer to	Entity referred to, target of attention		_
advertise	01	v	_	A0	make a commercial pitch	advertiser		AGENT
advertise	01	v	_	A1	make a commercial pitch	thing being pitched, advertised		THEME
advertising	01	n	_	A0	make a commercial pitch	advertiser		AGENT
advertising	01	n	_	A1	make a commercial pitch	thing being pitched, advertised		THEME
advise	01	v	_	A0	give advice	entity giving advice		AGENT
advise	01	v	_	A1	give advice	entity getting advice, impelled agent		RECIPIENT
advise	01	v	_	A2	give advice	advice, impelled action		TOPIC
advocate	01	v	_	A0	suggest	advocate, suggest		_
advocate	01	v	_	A1	suggest	suggestion	PPT	_
advocate	01	v	_	A2	suggest	recipient of advice	GOL	_
aerosolize	01	v	_	A0	To disperse as an aerosol	Agent, disperser		_
aerosolize	01	v	_	A1	To disperse as an aerosol	Substance being aerosolized		_
affect	01	v	_	A0	have an effect on	thing affecting--animate only!		CAUSE
affect	01	v	_	A1	have an effect on	thing affected		EXPERIENCER
affect	01	v	_	A2	have an effect on	instrument		_
affect	02	v	_	A0	assume, take on	agent, assumer		_
affect	02	v	_	A1	assume, take on	characteristic		_
affiliate	01	v	_	A0	to adopt or accept as a member	causer of affiliation, agent		AGENT
affiliate	01	v	_	A1	to adopt or accept as a member	entity affiliated		PATIENT1
affiliate	01	v	_	A2	to adopt or accept as a member	affiliated with		PATIENT2
affirm	01	v	_	A0	attest the truth or validity of	confirmer		EXPERIENCER
affirm	01	v	_	A1	attest the truth or validity of	thing confirmed, statement or proposition		THEME
affirm	01	v	_	A2	attest the truth or validity of	benefactive, hearer		RECIPIENT
affix	01	v	_	A0	attach, as with glue	attacher, agent		_
affix	01	v	_	A1	attach, as with glue	focus of attachment		_
affix	01	v	_	A2	attach, as with glue	thing arg 1 is affixed to		_
affix	01	v	_	A3	attach, as with glue	instrument of bonding, glue		_
afflict	01	v	_	A0	suffer	causer of suffering		CAUSE
afflict	01	v	_	A1	suffer	entity suffering		EXPERIENCER
afflict	01	v	_	A2	suffer	instrument, if separate from arg0		_
afford	01	v	_	A0	be able to spare, have the financial means	haver of financial means, agent	_	_
afford	01	v	_	A1	be able to spare, have the financial means	costly thing, theme	_	_
afford	02	v	_	A0	provide, make available	provider, agent	_	_
afford	02	v	_	A1	provide, make available	provided, theme	_	_
afford	02	v	_	A2	provide, make available	recipient	_	_
affront	01	v	_	A0	Inentionally cause offense	offender	_	CAUSE
affront	01	v	_	A1	Inentionally cause offense	offended	_	EXPERIENCER
affront	01	v	_	A2	Inentionally cause offense	instrument, if separate from arg0	_	_
affuse	01	v	_	A0	pour	causal agent		_
affuse	01	v	_	A1	pour	thing affused, poured		_
affuse	01	v	_	A2	pour	destination		_
africanize	01	v	_	A0	make african in trait	agent, causer		AGENT
africanize	01	v	_	A1	make african in trait	thing changing		PATIENT
age	01	v	_	A0	to make or become old or older	causer of aging, agent	PAG	AGENT
age	01	v	_	A1	to make or become old or older	entity getting old	PPT	PATIENT
age	01	v	_	A2	to make or become old or older	attribute (how old)	EXT	_
agglomerate	01	v	_	A0	make a cluster or pile	agent, cause		AGENT
agglomerate	01	v	_	A1	make a cluster or pile	clustering thing		PATIENT
agglomerate	01	v	_	A2	make a cluster or pile	instrument, method		INSTRUMENT
aggravate	01	v	_	A0	make angry or worse	causer	_	CAUSE
aggravate	01	v	_	A1	make angry or worse	thing getting angry or getting worse	_	EXPERIENCER
aggravate	01	v	_	A2	make angry or worse	instrument, if separate from arg0	_	_
aggregate	01	v	_	A0	to bring together, collect into one sum,   mass, or body	entity aggregating something		AGENT
aggregate	01	v	_	A1	to bring together, collect into one sum,   mass, or body	thing/stuff aggregated		THEME
aggregate	01	v	_	A2	to bring together, collect into one sum,   mass, or body	attribute, descriptor of state where arg1 aggregates		_
aggregation	01	n	_	A0	Bringing together, Collecting into one sum or body	Entity aggregating something		_
aggregation	01	n	_	A1	Bringing together, Collecting into one sum or body	Thing/stuff aggregated		_
aggregation	01	n	_	A2	Bringing together, Collecting into one sum or body	Attribute, descriptor of state where Arg1 aggregates		_
aggrieve	01	v	_	A0	cause grief or injury	offender		CAUSE
aggrieve	01	v	_	A1	cause grief or injury	aggrieved		EXPERIENCER
aggrieve	01	v	_	A2	cause grief or injury	instrument, if separate from arg0		_
aging	01	n	_	A0	Making or becoming old or older	Causer of aging, agent		_
aging	01	n	_	A1	Making or becoming old or older	Entity getting old		_
aging	01	n	_	A2	Making or becoming old or older	Attribute (how old)		_
agitate	01	v	_	A0	to upset, disturb	causer		CAUSE
agitate	01	v	_	A1	to upset, disturb	experiencer		EXPERIENCER
agitation	01	n	_	A0	Disturbance, upsetting	Cause of agitation		_
