verb_form	sense_id	role_type	proto_question	support	squad_f1	proto_count_qasrl	proto_count_onto
<PLACEHOLDER>	01	AM-CAU	What <PLACEHOLDER> something ?	100	0.33459333749612385	2.0	176.0
<PLACEHOLDER>	01	AM-CAU	what is something <PLACEHOLDER> under ?	100	0.33392890261633207	1.0	0.0
<PLACEHOLDER>	01	AM-CAU	what does something <PLACEHOLDER> from ?	100	0.33271972675414063	13.0	1.0
<PLACEHOLDER>	01	AM-CAU	when does something <PLACEHOLDER> from something?	100	0.3311321177106626	1.0	0.0
<PLACEHOLDER>	01	AM-CAU	what <PLACEHOLDER> something ?	100	0.32984974775253406	3.0	145.0
<PLACEHOLDER>	01	AM-CAU	when is something <PLACEHOLDER> somewhere?	100	0.3283896544510439	1.0	0.0
<PLACEHOLDER>	01	AM-CAU	what does something <PLACEHOLDER> for ?	100	0.3250569192302939	0.0	4.0
<PLACEHOLDER>	01	AM-CAU	what is something <PLACEHOLDER> for doing?	100	0.3196304479335039	1.0	0.0
<PLACEHOLDER>	01	AM-CAU	what does something <PLACEHOLDER> someone?	100	0.31283992827204904	1.0	1.0
<PLACEHOLDER>	01	AM-CAU	what does something <PLACEHOLDER> by ?	100	0.3124676689535534	1.0	0.0
<PLACEHOLDER>	01	AM-CAU	what <PLACEHOLDER> something something?	100	0.3121591961619825	0.0	2.0
<PLACEHOLDER>	01	AM-CAU	where does something <PLACEHOLDER> from ?	100	0.3108386389725399	2.0	0.0
<PLACEHOLDER>	01	AM-CAU	What <PLACEHOLDER> something something?	100	0.3100113665141529	0.0	6.0
<PLACEHOLDER>	01	AM-CAU	when does something <PLACEHOLDER> somewhere?	100	0.30993198621935425	1.0	2.0
<PLACEHOLDER>	01	AM-CAU	when is something <PLACEHOLDER> for doing something?	100	0.3081097961253613	1.0	0.0
<PLACEHOLDER>	01	AM-CAU	what is <PLACEHOLDER> to something?	100	0.30066896341896343	1.0	1.0
<PLACEHOLDER>	01	AM-CAU	where does something <PLACEHOLDER> somewhere?	100	0.29485583631107926	0.0	1.0
<PLACEHOLDER>	01	AM-CAU	what is <PLACEHOLDER> with something?	100	0.28792539124298644	1.0	0.0
<PLACEHOLDER>	01	AM-CAU	What <PLACEHOLDER> about something?	100	0.2869514655880755	0.0	7.0
<PLACEHOLDER>	01	AM-CAU	what <PLACEHOLDER> to something?	100	0.2862326521753767	0.0	1.0
<PLACEHOLDER>	01	AM-CAU	what does something <PLACEHOLDER> out of ?	100	0.284999540710967	1.0	0.0
<PLACEHOLDER>	01	AM-CAU	What <PLACEHOLDER> for something?	100	0.28324767817657753	0.0	6.0
<PLACEHOLDER>	01	AM-CAU	what <PLACEHOLDER> on something?	100	0.28129333928598643	0.0	1.0
<PLACEHOLDER>	01	AM-CAU	What is <PLACEHOLDER> with something?	100	0.28029957921768683	0.0	2.0
<PLACEHOLDER>	01	AM-CAU	when is something <PLACEHOLDER> ?	100	0.2793416844593315	2.0	5.0
<PLACEHOLDER>	01	AM-CAU	when does something <PLACEHOLDER> to do something?	100	0.2725425893687234	0.0	1.0
<PLACEHOLDER>	01	AM-CAU	What <PLACEHOLDER> on something?	100	0.26926459950724657	0.0	1.0
<PLACEHOLDER>	01	AM-CAU	where does something <PLACEHOLDER> with something?	100	0.2656353481648944	0.0	1.0
<PLACEHOLDER>	01	AM-CAU	what does something <PLACEHOLDER> with ?	100	0.2631233577126366	0.0	2.0
<PLACEHOLDER>	01	AM-CAU	what does something <PLACEHOLDER> to do?	100	0.26190277561422703	2.0	0.0
<PLACEHOLDER>	01	AM-CAU	what is <PLACEHOLDER> from ?	100	0.26095804005362827	1.0	0.0
<PLACEHOLDER>	01	AM-CAU	What <PLACEHOLDER> in something?	100	0.2597952071234306	0.0	2.0
<PLACEHOLDER>	01	AM-CAU	what <PLACEHOLDER> to someone?	100	0.25929360683594765	0.0	1.0
<PLACEHOLDER>	01	AM-CAU	What <PLACEHOLDER> to someone?	100	0.2582478552019607	0.0	2.0
<PLACEHOLDER>	01	AM-CAU	what does something <PLACEHOLDER> on ?	100	0.25763278560105185	0.0	1.0
<PLACEHOLDER>	01	AM-CAU	what does something <PLACEHOLDER> about ?	100	0.25711795681148886	0.0	1.0
<PLACEHOLDER>	01	AM-CAU	what does something <PLACEHOLDER> over ?	100	0.2559843496716562	1.0	0.0
<PLACEHOLDER>	01	AM-CAU	where is something <PLACEHOLDER> ?	100	0.251582326084648	1.0	2.0
<PLACEHOLDER>	01	AM-CAU	what does something <PLACEHOLDER> in ?	100	0.2505807623720162	0.0	2.0
<PLACEHOLDER>	01	AM-CAU	what <PLACEHOLDER> up ?	100	0.24994785176548814	0.0	3.0
<PLACEHOLDER>	01	AM-CAU	what <PLACEHOLDER> with something?	100	0.24660444007376	0.0	1.0
<PLACEHOLDER>	01	AM-CAU	What <PLACEHOLDER> with someone?	100	0.24392136363107586	0.0	1.0
<PLACEHOLDER>	01	AM-CAU	when does something <PLACEHOLDER> ?	100	0.2425588134141654	4.0	4.0
<PLACEHOLDER>	01	AM-CAU	What <PLACEHOLDER> with something?	100	0.23735495518196756	0.0	2.0
<PLACEHOLDER>	01	AM-CAU	what <PLACEHOLDER> somewhere?	100	0.23590824552450315	0.0	8.0
<PLACEHOLDER>	01	AM-CAU	where does something <PLACEHOLDER> ?	100	0.22632770434473212	5.0	1.0
<PLACEHOLDER>	01	AM-CAU	What <PLACEHOLDER> somewhere?	100	0.2258461337232609	0.0	15.0
<PLACEHOLDER>	01	AM-CAU	what does something <PLACEHOLDER> to ?	100	0.22580136057612837	0.0	2.0
<PLACEHOLDER>	01	AM-CAU	what is <PLACEHOLDER> somewhere?	100	0.22391082369503043	0.0	1.0
<PLACEHOLDER>	01	AM-CAU	what is <PLACEHOLDER> up ?	100	0.22306591436439302	0.0	2.0
<PLACEHOLDER>	01	AM-CAU	what does something <PLACEHOLDER> of ?	100	0.2217486586484264	1.0	0.0
<PLACEHOLDER>	01	AM-CAU	what <PLACEHOLDER> to do something?	100	0.20218363784142754	0.0	5.0
<PLACEHOLDER>	01	AM-CAU	What <PLACEHOLDER> to do something?	100	0.20207180522959495	0.0	18.0
<PLACEHOLDER>	01	AM-CAU	what does something <PLACEHOLDER> as ?	100	0.19845001137207022	1.0	0.0
<PLACEHOLDER>	01	AM-CAU	what does something <PLACEHOLDER> ?	100	0.19739421716627598	10.0	94.0
<PLACEHOLDER>	01	AM-CAU	What is <PLACEHOLDER> ?	100	0.1830677543409349	0.0	6.0
<PLACEHOLDER>	01	AM-CAU	what is <PLACEHOLDER> ?	100	0.18277929280247335	2.0	37.0
<PLACEHOLDER>	01	AM-CAU	what <PLACEHOLDER> ?	100	0.16501126934443358	2.0	34.0
<PLACEHOLDER>	01	AM-CAU	What <PLACEHOLDER> ?	100	0.1570112693444336	1.0	33.0
<PLACEHOLDER>	01	AM-EXT	how much is something <PLACEHOLDER> ?	100	0.5748624930624928	14.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much is something <PLACEHOLDER> up ?	100	0.5357752534204145	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much is something <PLACEHOLDER> in something?	100	0.5327862970362969	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much does something <PLACEHOLDER> with someone?	100	0.5266304528804527	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much does something <PLACEHOLDER> something ?	100	0.5216939475557122	11.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much does something <PLACEHOLDER> something somewhere?	100	0.5214316747768359	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much does something <PLACEHOLDER> of something?	100	0.5050657342657342	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much is something <PLACEHOLDER> out ?	100	0.5006339216339214	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much does something <PLACEHOLDER> to something?	100	0.49508847525023986	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much does something <PLACEHOLDER> ?	100	0.48787037962037944	17.0	1.0
<PLACEHOLDER>	01	AM-EXT	how much does something <PLACEHOLDER> to someone?	100	0.48776739926739915	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much does something <PLACEHOLDER> on something?	100	0.4848812520812521	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much does something <PLACEHOLDER> from doing something?	100	0.48088522033522013	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much does something <PLACEHOLDER> to do something?	100	0.47514873459873447	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much does something <PLACEHOLDER> something by ?	100	0.4478021645021644	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much is something <PLACEHOLDER> off ?	100	0.442417327117327	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much does something <PLACEHOLDER> down ?	100	0.43700412920412907	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much does something <PLACEHOLDER> somewhere?	100	0.4361526277643924	3.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much does something <PLACEHOLDER> out ?	100	0.42875729270729257	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how long does something <PLACEHOLDER> ?	100	0.41540947385947374	4.0	0.0
<PLACEHOLDER>	01	AM-EXT	how long does something <PLACEHOLDER> something ?	100	0.4021937067337322	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how much does something <PLACEHOLDER> by ?	100	0.40208803912137236	2.0	0.0
<PLACEHOLDER>	01	AM-EXT	how does something <PLACEHOLDER> in something?	100	0.3956763514263514	2.0	0.0
<PLACEHOLDER>	01	AM-EXT	how long does something <PLACEHOLDER> somewhere?	100	0.3916779331779331	1.0	1.0
<PLACEHOLDER>	01	AM-EXT	how does something <PLACEHOLDER> on something?	100	0.38855410112763056	2.0	10.0
<PLACEHOLDER>	01	AM-EXT	how does something <PLACEHOLDER> to something?	100	0.381287437839228	2.0	1.0
<PLACEHOLDER>	01	AM-EXT	how does something <PLACEHOLDER> with something?	100	0.37915785848138783	0.0	3.0
<PLACEHOLDER>	01	AM-EXT	how does something <PLACEHOLDER> to someone?	100	0.3713530244265538	2.0	0.0
<PLACEHOLDER>	01	AM-EXT	how is something <PLACEHOLDER> to something?	100	0.36603125164309364	1.0	4.0
<PLACEHOLDER>	01	AM-EXT	how is something <PLACEHOLDER> from something?	100	0.35898412698412696	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how is something <PLACEHOLDER> with something?	100	0.35198182373182374	1.0	1.0
<PLACEHOLDER>	01	AM-EXT	how is something <PLACEHOLDER> on something?	100	0.34526330978962555	1.0	3.0
<PLACEHOLDER>	01	AM-EXT	how is something <PLACEHOLDER> in something?	100	0.335033411033411	0.0	2.0
<PLACEHOLDER>	01	AM-EXT	how is something <PLACEHOLDER> for something?	100	0.3327327884533766	1.0	2.0
<PLACEHOLDER>	01	AM-EXT	how does something <PLACEHOLDER> something ?	100	0.3301570651570651	32.0	131.0
<PLACEHOLDER>	01	AM-EXT	how is something <PLACEHOLDER> something ?	100	0.3279446076799018	0.0	2.0
<PLACEHOLDER>	01	AM-EXT	how is something <PLACEHOLDER> down ?	100	0.3248971192206486	2.0	0.0
<PLACEHOLDER>	01	AM-EXT	how does something <PLACEHOLDER> ?	100	0.3247943722943723	39.0	146.0
<PLACEHOLDER>	01	AM-EXT	how does something <PLACEHOLDER> up something?	100	0.3224289390348214	1.0	4.0
<PLACEHOLDER>	01	AM-EXT	how does something <PLACEHOLDER> into something?	100	0.3201427902163196	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how does something <PLACEHOLDER> somewhere?	100	0.319958152958153	2.0	2.0
<PLACEHOLDER>	01	AM-EXT	how is something <PLACEHOLDER> from doing something?	100	0.3181605061605061	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how does something <PLACEHOLDER> down ?	100	0.317345337668867	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how does something <PLACEHOLDER> until something?	100	0.31164398162224244	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	how is something <PLACEHOLDER> ?	100	0.3062532467532468	76.0	232.0
<PLACEHOLDER>	01	AM-EXT	how is something <PLACEHOLDER> by something?	100	0.30325802313530503	3.0	0.0
<PLACEHOLDER>	01	AM-EXT	how is something <PLACEHOLDER> up something?	100	0.29630154812507753	0.0	2.0
<PLACEHOLDER>	01	AM-EXT	how is something <PLACEHOLDER> somewhere?	100	0.2898888888888889	1.0	1.0
<PLACEHOLDER>	01	AM-EXT	how does something <PLACEHOLDER> to do something?	100	0.2841719799808034	0.0	4.0
<PLACEHOLDER>	01	AM-EXT	how is something <PLACEHOLDER> up ?	100	0.28321603559838854	0.0	1.0
<PLACEHOLDER>	01	AM-EXT	how does something <PLACEHOLDER> up ?	100	0.261063159063159	1.0	5.0
<PLACEHOLDER>	01	AM-EXT	when is something <PLACEHOLDER> ?	100	0.2525170005433163	7.0	5.0
<PLACEHOLDER>	01	AM-EXT	when is something <PLACEHOLDER> something ?	100	0.24778721278721275	0.0	1.0
<PLACEHOLDER>	01	AM-EXT	when does something <PLACEHOLDER> ?	100	0.23676839826839827	3.0	16.0
<PLACEHOLDER>	01	AM-EXT	when does something <PLACEHOLDER> for something?	100	0.23296753149384725	0.0	5.0
<PLACEHOLDER>	01	AM-EXT	when does something <PLACEHOLDER> to do something?	100	0.22705579029762324	0.0	1.0
<PLACEHOLDER>	01	AM-EXT	when is something <PLACEHOLDER> somewhere?	100	0.22051694384047316	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	when does something <PLACEHOLDER> something ?	100	0.2185970285752894	5.0	12.0
<PLACEHOLDER>	01	AM-EXT	where does something <PLACEHOLDER> somewhere?	100	0.20726844517711393	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	what is something <PLACEHOLDER> ?	100	0.20658463758463758	0.0	2.0
<PLACEHOLDER>	01	AM-EXT	when does something <PLACEHOLDER> up something?	100	0.20521664872122536	0.0	1.0
<PLACEHOLDER>	01	AM-EXT	where does something <PLACEHOLDER> something ?	100	0.20051978740214033	5.0	2.0
<PLACEHOLDER>	01	AM-EXT	when is something <PLACEHOLDER> up ?	100	0.19661722962180625	0.0	1.0
<PLACEHOLDER>	01	AM-EXT	where does something <PLACEHOLDER> against something?	100	0.19658586837998604	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	what does something <PLACEHOLDER> something at ?	100	0.19462056364687944	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	where is something <PLACEHOLDER> ?	100	0.19140268228503524	9.0	3.0
<PLACEHOLDER>	01	AM-EXT	what <PLACEHOLDER> of something?	100	0.17994841673634243	0.0	1.0
<PLACEHOLDER>	01	AM-EXT	where does something <PLACEHOLDER> ?	100	0.17942577030812323	16.0	11.0
<PLACEHOLDER>	01	AM-EXT	what does something <PLACEHOLDER> by ?	100	0.17624109224109227	4.0	0.0
<PLACEHOLDER>	01	AM-EXT	what is something <PLACEHOLDER> to do?	100	0.1636227469848159	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	what does something <PLACEHOLDER> to ?	100	0.16217580458756928	3.0	3.0
<PLACEHOLDER>	01	AM-EXT	what does something <PLACEHOLDER> ?	100	0.15787662337662334	9.0	96.0
<PLACEHOLDER>	01	AM-EXT	what does something <PLACEHOLDER> something by ?	100	0.15275624375624375	2.0	0.0
<PLACEHOLDER>	01	AM-EXT	What does something <PLACEHOLDER> ?	100	0.15244805194805192	0.0	1.0
<PLACEHOLDER>	01	AM-EXT	what does something <PLACEHOLDER> somewhere?	100	0.15101420595228643	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	what is something <PLACEHOLDER> by ?	100	0.15006116106116102	2.0	0.0
<PLACEHOLDER>	01	AM-EXT	what <PLACEHOLDER> to someone?	100	0.14921885119711203	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	what does something <PLACEHOLDER> with ?	100	0.14480169830169828	0.0	1.0
<PLACEHOLDER>	01	AM-EXT	what does something <PLACEHOLDER> ahead by ?	100	0.1447887112887113	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	what <PLACEHOLDER> on something?	100	0.14436859806859803	0.0	2.0
<PLACEHOLDER>	01	AM-EXT	what does something <PLACEHOLDER> in ?	100	0.14292948717948717	2.0	2.0
<PLACEHOLDER>	01	AM-EXT	what is something <PLACEHOLDER> to as ?	100	0.13880766455766452	0.0	1.0
<PLACEHOLDER>	01	AM-EXT	why does something <PLACEHOLDER> something ?	100	0.13783260263743213	0.0	3.0
<PLACEHOLDER>	01	AM-EXT	what does something <PLACEHOLDER> for ?	100	0.13732015207015205	1.0	3.0
<PLACEHOLDER>	01	AM-EXT	where is something <PLACEHOLDER> over ?	100	0.1342823026646556	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	what <PLACEHOLDER> to something?	100	0.1240705017205017	0.0	1.0
<PLACEHOLDER>	01	AM-EXT	why does something <PLACEHOLDER> ?	100	0.12364655005745663	1.0	1.0
<PLACEHOLDER>	01	AM-EXT	what does something <PLACEHOLDER> before ?	100	0.12294219832455128	1.0	0.0
<PLACEHOLDER>	01	AM-EXT	why does something <PLACEHOLDER> about something?	100	0.11954089842905635	0.0	1.0
