verb_form	sense_id	role_type	proto_question	support	squad_f1	proto_count_qasrl	proto_count_onto
acquire	1	A1	what does something acquire ?	50	0.7747207824854881	16.0	43.0
acquire	1	A1	what is acquired ?	50	0.7426802351415352	14.0	22.0
acquire	1	A2	how does something acquire something ?	13	0.4567572598341829	1.0	0.0
acquire	1	A2	where does something acquire something ?	13	0.3741472203010665	1.0	5.0
acquire	1	A3	how does something acquire something ?	24	0.4708491559504439	0.0	1.0
acquire	1	A3	why does something acquire something ?	24	0.3831982294900653	0.0	2.0
acquit	1	A0	what acquits something ?	6	0.6222222222222221	0.0	3.0
acquit	1	A0	what is something acquitted by ?	6	0.5555555555555555	0.0	1.0
acquit	1	A1	what is acquitted of something?	9	0.5185185185185185	2.0	3.0
acquit	1	A1	what is acquitted ?	9	0.4814814814814816	2.0	2.0
acquit	1	A2	what is something acquitted of ?	7	0.5491907107670654	2.0	0.0
acquit	1	A2	what does something acquit ?	7	0.4818746470920384	0.0	2.0
act	1	A0	what acts something ?	50	0.5337301587301587	0.0	1.0
act	1	A0	what acts as something?	50	0.5336190476190477	5.0	0.0
act	1	A1	how does something act ?	50	0.7779720980773611	15.0	15.0
act	1	A1	what does something act ?	50	0.7450981182560129	0.0	1.0
act	2	A0	what acts on something?	50	0.7096666666666667	0.0	5.0
act	2	A0	what acts for something?	50	0.6748809523809524	0.0	2.0
act	2	A1	what does something act to do?	21	0.7045758425948032	2.0	0.0
act	2	A1	what does something act on ?	21	0.7034580939342844	36.0	1.0
action	1	A0	what actions against someone?	50	0.5603629072681704	1.0	0.0
action	1	A1	how does something action against someone?	10	0.31666666666666665	1.0	0.0
activate	1	A0	what activates something ?	6	0.5568910256410257	4.0	2.0
activate	1	A0	what activates something to do something?	6	0.5256410256410257	1.0	0.0
activate	1	A1	what does something activate ?	10	0.8560041407867495	2.0	2.0
activate	1	A1	what is activated ?	10	0.8060041407867494	3.0	0.0
actualize	1	A0	what actualizes something ?	1	0.7499999999999999	0.0	1.0
adapt	1	A0	what adapts something ?	20	0.5281818181818181	5.0	5.0
adapt	1	A0	what adapts to something?	20	0.5098484848484848	0.0	9.0
adapt	1	A1	what is adapted for something?	17	0.5665393430099313	2.0	0.0
adapt	1	A1	what is adapted to something?	17	0.5665393430099313	1.0	0.0
adapt	1	A2	what does something adapt something into ?	21	0.8134801288936631	1.0	0.0
adapt	1	A2	what does something adapt to ?	21	0.7986378283370766	8.0	5.0
adapt	1	A3	why is something adapted ?	4	0.6878787878787879	1.0	0.0
adapt	1	A3	what is something adapted for ?	4	0.6488095238095238	1.0	0.0
add	1	A0	what adds something ?	50	0.6127962995724605	46.0	293.0
add	1	A0	what adds something to something?	50	0.5847275787507985	3.0	0.0
add	1	A1	what does something add ?	50	0.7628800461414292	53.0	123.0
add	1	A1	how much does something add ?	50	0.7270283343707598	2.0	0.0
add	2	A0	what adds something ?	50	0.6245403719087929	46.0	293.0
add	2	A0	what adds something to something?	50	0.623685671054092	3.0	0.0
add	2	A1	what does something add ?	50	0.744248422121802	53.0	123.0
add	2	A1	what is added ?	50	0.6953897932133227	89.0	52.0
add	2	A2	what is something added to ?	50	0.601354250182895	51.0	5.0
add	2	A2	what does something add something to ?	50	0.5776525613610896	7.0	2.0
add	3	A1	what adds something ?	27	0.6289220709510565	0.0	7.0
add	3	A1	what adds to something?	27	0.6121212121212121	4.0	8.0
add	3	A2	what does something add ?	15	0.7057142857142858	6.0	13.0
add	3	A2	what does something add up ?	15	0.6280952380952382	0.0	2.0
add	3	A4	what does something add something to ?	12	0.610185185185185	0.0	2.0
add	3	A4	where does something add something ?	12	0.14346764346764349	0.0	1.0
add	4	A0	what is added ?	1	0.4827586206896552	0.0	1.0
add	4	A0	what adds something ?	1	0.25	16.0	64.0
add	4	A1	what adds up to something?	15	0.4971492704826038	2.0	0.0
add	4	A1	what adds something ?	15	0.4711111111111111	0.0	7.0
add	4	A2	what does something add up ?	7	0.8421016891605129	0.0	2.0
add	4	A2	what does something add up to ?	7	0.8421016891605129	4.0	0.0
addict	1	A2	how is something addicted ?	1	1.0	0.0	1.0
addict	1	A2	what is something addicted to ?	1	1.0	1.0	0.0
address	1	A0	what addresses something at something?	14	0.7683673469387756	1.0	0.0
address	1	A0	what addresses something at something?	14	0.7683673469387754	1.0	0.0
address	1	A1	what does something address at something?	8	0.5464285714285715	1.0	0.0
address	1	A1	what does something address at something?	8	0.5464285714285714	1.0	0.0
address	1	A2	what does something address ?	14	0.6813710099424385	4.0	2.0
address	1	A2	what does something address ?	14	0.6813710099424385	4.0	2.0
address	2	A0	what addresses something ?	50	0.4378775766716943	17.0	38.0
address	2	A0	what addresses something ?	50	0.4032331720567015	7.0	9.0
address	2	A1	what does something address ?	50	0.6733355358092199	16.0	5.0
address	2	A1	what addresses ?	50	0.6492439052175896	0.0	1.0
address	2	A2	what does something address ?	5	0.4	0.0	1.0
address	2	A2	what is addressed ?	5	0.31428571428571433	1.0	2.0
adhere	2	A0	what adheres to something?	11	0.5409090909090909	1.0	4.0
adhere	2	A0	what adheres to something?	11	0.5227272727272727	2.0	5.0
adhere	2	A1	what does something adhere to ?	13	0.6707428027321927	4.0	2.0
adhere	2	A1	when does something adhere ?	13	0.501192225104692	1.0	0.0
adjourn	1	A1	what adjourns ?	1	0.6666666666666666	2.0	0.0
adjourn	1	A1	what is adjourned ?	1	0.6666666666666666	1.0	1.0
adjust	1	A0	what adjusts to something?	32	0.582518115942029	1.0	1.0
adjust	1	A0	what adjusts something ?	32	0.5726190476190476	2.0	18.0
adjust	1	A1	what is adjusted ?	50	0.5670803932909195	0.0	1.0
adjust	1	A1	what is adjusted to something?	50	0.5605131573407436	1.0	0.0
adjust	1	A2	how is something adjusted ?	3	0.6666666666666666	1.0	0.0
adjust	1	A3	what does something adjust ?	2	0.9160839160839158	1.0	0.0
adjust	1	A3	what does something adjust to ?	2	0.9090909090909092	2.0	0.0
adjust	1	A4	why does something adjust something ?	32	0.6647787081439614	1.0	0.0
adjust	1	A4	what is something adjusted to ?	32	0.6569167811355314	1.0	0.0
administer	1	A0	what administers something ?	5	0.4833333333333333	1.0	0.0
administer	1	A0	what is something administered by ?	5	0.4833333333333333	2.0	0.0
administer	1	A1	what is administered by something?	13	0.5739644970414202	3.0	0.0
administer	1	A1	what is administered ?	13	0.5355029585798816	6.0	5.0
administer	1	A2	what does something administer to ?	2	0.8	0.0	1.0
administrate	1	A0	what administrates ?	5	0.17142857142857146	1.0	1.0
administrate	1	A0	what administrates something ?	5	0.17142857142857146	1.0	0.0
administrate	1	A1	where does something administrate ?	6	0.37777777777777777	1.0	0.0
administrate	1	A1	what is administrated ?	6	0.3111111111111111	1.0	0.0
admire	1	A0	what admires something ?	14	0.6500000000000001	7.0	11.0
admire	1	A0	what is something admired by ?	14	0.5441176470588235	2.0	0.0
admire	1	A1	what is admired by someone?	16	0.5895833333333333	2.0	0.0
admire	1	A1	what does something admire ?	16	0.5604166666666667	4.0	4.0
admit	1	A0	what admits something ?	50	0.6414499389499391	11.0	90.0
admit	1	A0	what admits to do something?	50	0.6273462823725982	0.0	10.0
admit	1	A1	what is admitted ?	50	0.7902937668976191	1.0	2.0
admit	1	A1	what does something admit ?	50	0.7780160704338761	10.0	9.0
admit	1	A2	what does something admit something to ?	2	0.4761904761904762	0.0	1.0
admit	1	A2	what does something admit to ?	2	0.4761904761904762	0.0	1.0
admit	2	A0	what admits ?	6	0.4944444444444444	2.0	2.0
admit	2	A0	what admits to something?	6	0.4944444444444444	1.0	2.0
admit	2	A1	what is admitted somewhere?	19	0.5918378834787503	4.0	1.0
admit	2	A1	what is admitted ?	19	0.5461722488038278	1.0	7.0
admit	2	A2	what is something admitted to ?	12	0.6481481481481481	1.0	0.0
admit	2	A2	where is something admitted ?	12	0.5277777777777778	3.0	0.0
admonish	1	A0	what admonishes something ?	1	0.16666666666666669	0.0	1.0
admonish	1	A1	what does something admonish ?	1	1.0	0.0	1.0
adopt	1	A0	what adopts something ?	50	0.6954790764790765	23.0	87.0
adopt	1	A0	what is something adopted by ?	50	0.6544949494949495	0.0	2.0
adopt	1	A1	what does something adopt ?	50	0.7105482295482294	19.0	17.0
adopt	1	A1	what is adopted by someone?	50	0.7035800738649036	1.0	0.0
adopt	1	A2	where is something adopted ?	4	0.45	0.0	1.0
adore	1	A0	what adores something ?	7	0.5	1.0	4.0
adore	1	A1	what does something adore ?	4	0.875	0.0	1.0
adore	1	A1	what does something adore ?	4	0.875	1.0	2.0
adorn	1	A0	what adorns something ?	1	0.0	1.0	0.0
adorn	1	A0	what adorns something ?	1	0.0	0.0	1.0
adorn	1	A1	what does something adorn ?	4	1.0	2.0	1.0
adorn	1	A1	what is adorned ?	4	0.75	1.0	0.0
adorn	1	A2	what adorns something ?	4	0.7888888888888891	2.0	3.0
adorn	1	A2	how does something adorn something ?	4	0.3978174603174603	1.0	0.0
advance	1	A0	what advances for something?	14	0.725108225108225	0.0	1.0
advance	1	A0	what advances something ?	14	0.725108225108225	3.0	9.0
advance	1	A1	what advances ?	50	0.6682876905702994	6.0	15.0
advance	1	A1	what is advanced ?	50	0.53707567987568	5.0	6.0
advance	1	A2	what does something advance ?	16	0.794047619047619	0.0	4.0
advance	1	A2	what does something advance ?	16	0.794047619047619	0.0	4.0
advance	1	A3	where does something advance from ?	4	0.8514683514683515	1.0	0.0
advance	1	A3	how does something advance ?	4	0.6253026634382567	0.0	1.0
advance	1	A4	what does something advance towards ?	19	0.7406127106383846	1.0	0.0
advance	1	A4	what does something advance towards ?	19	0.7406127106383844	1.0	0.0
advertise	1	A0	what advertises for something?	22	0.5727272727272728	0.0	1.0
advertise	1	A0	what advertises something ?	22	0.5501082251082251	0.0	9.0
advertise	1	A1	what does something advertise ?	18	0.6627946127946127	0.0	4.0
advertise	1	A1	what is advertised ?	18	0.5493827160493827	1.0	3.0
advise	1	A0	what advises something something?	50	0.5832393162393162	0.0	9.0
advise	1	A0	what advises something ?	50	0.5616449456975773	12.0	25.0
advise	1	A1	what does something advise ?	39	0.7714604236343368	2.0	11.0
advise	1	A1	what does something advise something to ?	39	0.7136752136752136	1.0	0.0
advise	1	A2	what does something advise someone?	45	0.7869244032690484	0.0	1.0
advise	1	A2	what does something advise something to do?	45	0.7146216546311401	1.0	1.0
advocate	1	A0	what advocates something ?	30	0.6959595959595961	3.0	1.0
advocate	1	A0	what advocates something ?	30	0.6839682539682541	9.0	21.0
advocate	1	A1	what does something advocate for ?	30	0.6973626373626374	3.0	0.0
advocate	1	A1	what does something advocate ?	30	0.6906959706959709	8.0	3.0
affect	1	A0	what affects something ?	50	0.5645913237089708	118.0	113.0
affect	1	A0	what is something affected by ?	50	0.5641468792645264	19.0	0.0
affect	1	A1	what does something affect ?	50	0.7501866470758478	91.0	12.0
affect	1	A1	what is affected by something?	50	0.7338195854324887	14.0	1.0
affect	1	A2	what affects something ?	21	0.3600907029478458	2.0	14.0
affect	1	A2	what is something affected by ?	21	0.3498866213151928	1.0	0.0
affect	2	A0	how is something affected ?	1	1.0	4.0	0.0
affect	2	A0	what affects something ?	1	1.0	118.0	113.0
affect	2	A1	what does something affect ?	1	1.0	13.0	8.0
affect	2	A1	where does something affect something ?	1	0.8571428571428571	7.0	0.0
affiliate	1	A1	what affiliates with something?	13	0.7041420118343195	1.0	0.0
affiliate	1	A1	what is affiliated with something?	13	0.6785159285159286	1.0	3.0
affiliate	1	A2	what is something affiliated with ?	9	0.5597883597883598	4.0	0.0
affiliate	1	A2	what is something affiliated with ?	9	0.5597883597883598	1.0	0.0
affirm	1	A0	what affirms something ?	6	0.6333333333333333	3.0	4.0
affirm	1	A0	what is affirmed ?	6	0.5037037037037037	0.0	1.0
affirm	1	A1	what does something affirm ?	7	0.7780052459855415	6.0	1.0
affirm	1	A1	what does something affirm something by doing?	7	0.5102040816326531	1.0	0.0
affix	1	A1	what is affixed ?	1	1.0	1.0	0.0
affix	1	A1	what is affixed to something?	1	1.0	1.0	0.0
afflict	1	A0	what afflicts something ?	8	0.4707792207792208	0.0	2.0
afflict	1	A0	what is something afflicted by ?	8	0.4707792207792208	1.0	0.0
afflict	1	A1	what is afflicted with something?	8	0.575	0.0	2.0
afflict	1	A1	what does something afflict ?	8	0.3825757575757576	0.0	2.0
afflict	1	A2	what is afflicted ?	1	1.0	0.0	1.0
afford	1	A0	what affords something ?	50	0.4952887667887668	4.0	19.0
afford	1	A0	what affords to something?	50	0.4631349206349206	0.0	1.0
afford	1	A1	what does something afford ?	47	0.6912547784575318	6.0	6.0
afford	1	A1	what does something afford to do?	47	0.6911503423447702	1.0	5.0
afford	2	A0	what affords something ?	5	0.5504761904761905	3.0	4.0
afford	2	A0	what affords to do something?	5	0.5107246376811594	0.0	1.0
afford	2	A1	what is afforded to someone?	6	0.4666666666666666	1.0	0.0
afford	2	A1	what does something afford ?	6	0.43957307060755335	6.0	6.0
afford	2	A2	what is afforded ?	2	1.0	0.0	1.0
afford	2	A2	what is afforded something ?	2	1.0	0.0	1.0
age	1	A1	what is aged something ?	26	0.619521001873943	3.0	0.0
age	1	A1	what ages ?	26	0.5175602175602175	3.0	2.0
age	1	A2	how much does something age ?	8	1.0	1.0	0.0
age	1	A2	how much is something aged ?	8	1.0	3.0	0.0
aggravate	1	A0	what aggravates something ?	5	0.8096153846153846	0.0	1.0
aggravate	1	A0	what aggravates something ?	5	0.6096153846153846	3.0	2.0
aggravate	1	A1	what is aggravated by something?	7	0.7828571428571429	1.0	0.0
aggravate	1	A1	what does something aggravate ?	7	0.64	1.0	1.0
aggravate	1	A2	how does something aggravate something ?	2	0.6333333333333333	0.0	1.0
agitate	1	A1	why is something agitated ?	1	0.18181818181818185	1.0	0.0
agonize	1	A1	what agonizes ?	1	1.0	0.0	1.0
agree	1	A0	what agrees with something?	50	0.6177759103641457	6.0	35.0
agree	1	A0	what agrees with something?	50	0.5724743230625584	1.0	9.0
agree	1	A1	what does something agree to ?	50	0.7252994427505222	13.0	8.0
agree	1	A1	what does something agree on ?	50	0.7216722905441256	3.0	2.0
agree	1	A2	what does something agree with ?	50	0.5877024627546369	5.0	16.0
agree	1	A2	what does something agree with ?	50	0.563832887885062	1.0	1.0
aid	1	A0	what aids something ?	36	0.6649887299080849	4.0	5.0
aid	1	A0	what aids in something?	36	0.6219604074679976	0.0	4.0
aid	1	A1	what does something aid ?	44	0.5714646464646466	3.0	0.0
aid	1	A1	what is aided ?	44	0.4228289387380297	4.0	2.0
aid	1	A2	what is aided by something?	23	0.6700345065562455	0.0	1.0
aid	1	A2	what is aided ?	23	0.6409454796411318	2.0	0.0
ail	1	A1	what ails ?	7	0.7142857142857143	0.0	2.0
aim	1	A0	what aims at something?	37	0.4866323466323467	1.0	0.0
aim	1	A0	what aims for something?	37	0.4843428367621917	2.0	3.0
aim	1	A1	what is aimed ?	24	0.8109266647095593	5.0	54.0
aim	1	A1	what is something aimed to do?	24	0.7645547429101424	1.0	0.0
aim	2	A0	what aims to do something?	18	0.4125	2.0	4.0
aim	2	A0	what aims for something?	18	0.3649319279754062	2.0	3.0
aim	2	A1	what is aimed at something?	50	0.761891774891775	4.0	0.0
aim	2	A1	what aims at doing something?	50	0.7120822510822512	2.0	0.0
aim	2	A2	what does something aim at ?	50	0.7703537172558573	2.0	0.0
aim	2	A2	how is something aimed ?	50	0.758922085156733	1.0	0.0
air	1	A0	what airs something ?	13	0.6910256410256411	2.0	9.0
air	1	A0	what airs something ?	13	0.5695415695415695	0.0	1.0
air	1	A1	what is aired ?	24	0.6270502645502645	1.0	6.0
air	1	A1	what airs ?	24	0.5574478310471519	3.0	4.0
airlift	1	A0	what airlifts something ?	1	1.0	0.0	1.0
airlift	1	A1	what does something airlift ?	2	1.0	0.0	1.0
airlift	1	A1	what is airlifted ?	2	1.0	0.0	1.0
alarm	1	A0	what alarms something ?	3	0.0	0.0	1.0
alarm	1	A0	what is something alarmed by ?	3	0.0	1.0	0.0
alarm	1	A1	what is alarmed ?	4	0.85	1.0	1.0
alarm	1	A1	how does something alarm ?	4	0.16227106227106228	1.0	0.0
alert	1	A0	what alerts something ?	8	0.625	0.0	4.0
alert	1	A0	what alerts something ?	8	0.625	0.0	4.0
alert	1	A1	what does something alert ?	8	0.625	0.0	4.0
alert	1	A1	what does something alert ?	8	0.625	0.0	4.0
alert	1	A2	what is something alerted to ?	7	0.9231784667890146	2.0	0.0
alert	1	A2	what is something alerted to ?	7	0.9231784667890144	2.0	0.0
alienate	1	A0	what alienates something ?	5	0.5285714285714286	0.0	2.0
alienate	1	A0	what alienates something ?	5	0.4	1.0	3.0
